id,english,translation
0x650F6AAB,"Credits_Loc_Audio_Eng","< 번역 누락 : 0x650F6AAB >"
0x650F6AAC,"Credits_Loc_Integ_Eng","< 번역 누락 : 0x650F6AAC >"
0x650F6AAD,"Credits_Loc_Test_Sr_PM","< 번역 누락 : 0x650F6AAD >"
0x650F6AAE,"Credits_Loc_Test_Jr_PM","< 번역 누락 : 0x650F6AAE >"
0x650F6AAF,"Credits_Loc_Test_Sr_Test","< 번역 누락 : 0x650F6AAF >"
0x650F6AB0,"Credits_Loc_Test","< 번역 누락 : 0x650F6AB0 >"
0x65106AE6,"Credits_Loc_Coord_CS","< 번역 누락 : 0x65106AE6 >"
0x65106AE7,"Credits_Loc_Trans_CS","< 번역 누락 : 0x65106AE7 >"
0x65106AE8,"Credits_Loc_Coord_FR","< 번역 누락 : 0x65106AE8 >"
0x65106AE9,"Credits_Loc_Trans_FR","< 번역 누락 : 0x65106AE9 >"
0x65106AEA,"Credits_Loc_Coord_DE","< 번역 누락 : 0x65106AEA >"
0x65106AEB,"Credits_Loc_Trans_DE","< 번역 누락 : 0x65106AEB >"
0x65106AEC,"Credits_Loc_Coord_HU","< 번역 누락 : 0x65106AEC >"
0x65106AED,"Credits_Loc_Trans_HU","< 번역 누락 : 0x65106AED >"
0x65106AEE,"Credits_Loc_Coord_IT","< 번역 누락 : 0x65106AEE >"
0x65106AEF,"Credits_Loc_Trans_IT","< 번역 누락 : 0x65106AEF >"
0x65116B25,"Credits_Loc_Coord_PL","< 번역 누락 : 0x65116B25 >"
0x65116B26,"Credits_Loc_Trans_PL","< 번역 누락 : 0x65116B26 >"
0x65116B27,"Credits_Loc_Coord_RU","< 번역 누락 : 0x65116B27 >"
0x65116B28,"Credits_Loc_Trans_RU","< 번역 누락 : 0x65116B28 >"
0x65116B29,"Credits_Loc_Coord_ES","< 번역 누락 : 0x65116B29 >"
0x65116B2A,"Credits_Loc_Trans_ES","< 번역 누락 : 0x65116B2A >"
0x65116B2B,"Credits_Blank_Line","< 번역 누락 : 0x65116B2B >"
0x65116B2C,"Credits_QA","< 번역 누락 : 0x65116B2C >"
0x65116B2D,"Credits_QA_Sr_Dir","< 번역 누락 : 0x65116B2D >"
0x65116B2E,"Credits_QA_Sr_Mgr","< 번역 누락 : 0x65116B2E >"
0x65126B64,"Credits_QA_Mgr","< 번역 누락 : 0x65126B64 >"
0x65126B65,"Credits_QA_FranLead","< 번역 누락 : 0x65126B65 >"
0x65126B66,"Credits_QA_Embed","< 번역 누락 : 0x65126B66 >"
0x65126B67,"Credits_QA_Dev_Lead","< 번역 누락 : 0x65126B67 >"
0x65126B68,"Credits_QA_Tools","< 번역 누락 : 0x65126B68 >"
0x65126B69,"Credits_QA_Dev_AstLead","< 번역 누락 : 0x65126B69 >"
0x65126B6A,"Credits_QA_Dev_Test","< 번역 누락 : 0x65126B6A >"
0x65126B6B,"Credits_QA_Core","< 번역 누락 : 0x65126B6B >"
0x65126B6C,"Credits_QA_Sr_Test_Lead","< 번역 누락 : 0x65126B6C >"
0x65126B6D,"Credits_QA_Ast_Lead","< 번역 누락 : 0x65126B6D >"
0x65136BA3,"Credits_QA_Tester","< 번역 누락 : 0x65136BA3 >"
0x65136BA4,"Credits_Blank_Line","< 번역 누락 : 0x65136BA4 >"
0x65136BA5,"Credits_QA_VMC","< 번역 누락 : 0x65136BA5 >"
0x65136BA6,"Credits_QA_VMC_Sr_Lead","< 번역 누락 : 0x65136BA6 >"
0x65136BA7,"Credits_QA_VMC_Lead","< 번역 누락 : 0x65136BA7 >"
0x65136BA8,"Credits_QA_VMC_Ast_Lead","< 번역 누락 : 0x65136BA8 >"
0x65136BA9,"Credits_QA_VMC_Tester","< 번역 누락 : 0x65136BA9 >"
0x65136BAA,"Credits_Blank_Line","< 번역 누락 : 0x65136BAA >"
0x65136BAB,"Credits_QA_Supp","< 번역 누락 : 0x65136BAB >"
0x65136BAC,"Credits_QA_Supp_Shared_Mgr","< 번역 누락 : 0x65136BAC >"
0x65387C8D,"GO TO MEDICAL","의 료 시 설"
0x653DB569,"Deeka Macdonald","< 번역 누락 : 0x653DB569 >"
0x657444AC,"Your Air Meter will appear when you are in a vacuum.","진공지역에 있을 때 에어 타이머가 표시된다."
0x657B1663,"Alberto Iniesta","< 번역 누락 : 0x657B1663 >"
0x657B1664,"Antonio Yago","< 번역 누락 : 0x657B1664 >"
0x658878ED,"Credits_QA_Supp_Comp_Lead","< 번역 누락 : 0x658878ED >"
0x658878EE,"Credits_QA_Supp_Comp_Test","< 번역 누락 : 0x658878EE >"
0x658878EF,"Credits_QA_Supp_DB_Admin","< 번역 누락 : 0x658878EF >"
0x658878F0,"Credits_QA_Supp_Hardware","< 번역 누락 : 0x658878F0 >"
0x658878F1,"Credits_QA_Supp_Admin","< 번역 누락 : 0x658878F1 >"
0x658878F2,"Credits_Blank_Line","< 번역 누락 : 0x658878F2 >"
0x658878F3,"Credits_EA_Support","< 번역 누락 : 0x658878F3 >"
0x658878F4,"Credits_Blank_Line","< 번역 누락 : 0x658878F4 >"
0x658878F5,"Credits_Special_Thx","< 번역 누락 : 0x658878F5 >"
0x658878F6,"Credits_Blank_Line","< 번역 누락 : 0x658878F6 >"
0x6589792C,"Credits_FullTour","< 번역 누락 : 0x6589792C >"
0x6589792D,"Credits_Blank_Line","< 번역 누락 : 0x6589792D >"
0x6589792E,"Credits_Legal_Havok","< 번역 누락 : 0x6589792E >"
0x6589792F,"Credits_Legal_MPEG","< 번역 누락 : 0x6589792F >"
0x65897930,"Credits_Legal_On2","< 번역 누락 : 0x65897930 >"
0x65F1CA64,"QA Technical Artist","< 번역 누락 : 0x65F1CA64 >"
0x65F2542D,"Your ammo counter will flash red if you can't jump to a surface.","점프를 할 수 없는 곳은 탄약창에 붉게 표시된다."
0x65FA9092,"CAPACITY","용 량"
0x65FEC3DA,"Executive Producer","< 번역 누락 : 0x65FEC3DA >"
0x661B259B,"Z-Baller","< 번역 누락 : 0x661B259B >"
0x667063AE,"Use Kinesis on heavy objects that display this symbol.","표식이 있는 무거운 물체에 유도장비를 사용한다."
0x6671CF44,"Senior Development Director","< 번역 누락 : 0x6671CF44 >"
0x667E658A,"Senior Gameplay Designer","< 번역 누락 : 0x667E658A >"
0x6680A61D,"ROUND","< 번역 누락 : 0x6680A61D >"
0x66817BD7,"\n","< 번역 누락 : 0x66817BD7 >"
0x668AF876,"Localization Testers","< 번역 누락 : 0x668AF876 >"
0x66EE732F,"All weapons have an alternate firing mode.","모든 무기에는 다른 사격방식이 있다."
0x67007339,"Call the Tram","전동차를 호출하라"
0x67395405,"\nLouie, C\nLouie, M\nMcSweeney, B\nMeneses, F\nMerenda, R\nMolina, E\nNatividad, J\nNoonan, M\nPalrang, J\nPatel, J\nPatterson, I\nPavey, E\nPeterson, M\nPitts, R\nPiwenitzky, H\nPugh, D\nRuelas, A\nSarossy, V\nSchlegel, P\nSchofield, G\nScott, D\nSeo, A\nShande, T\nSilver, S\nSwearingen, S\nSwenson, D\nTalens, J\nThibodeaux, N\nThoeun, C\nTuohy, J\nValadez, G\nVaught, C\nVocal, C\nVoelker, S\nWells, J\nWilliams, N\nWrede, R\nZelaya, A\nZittle, K","< 번역 누락 : 0x67395405 >"
0x676C82B0,"Pick up Schematics to add items to the Store.","설계도를 획득하면 상점에 아이템이 추가된다."
0x676DDD37,"CENTRIFUGE","원 심 분 리 기"
0x6799A946,"THE VALOR","밸 러 호"
0x679F24AC,"Information","< 번역 누락 : 0x679F24AC >"
0x67A65158,"Military Suit Unlocked","전 투 복 잠 금 해 제"
0x67A65159,"Backstory Logs Unlocked","배 경 스 토 리 잠 금 해 제"
0x67A6515A,"50000 Credits Awarded","현 금 50000 획 득"
0x67A6515B,"10 Power Nodes Awarded","파 워 노 드 10 개 획 득"
0x67A6515C,"Impossible Mode Unlocked","불 가 능 난 이 도 해 제"
0x67D3BCCC,"Ben Swanson","< 번역 누락 : 0x67D3BCCC >"
0x67EA9231,"Plug Power Cells into Receptacles to power up doors or machinery.","파워 셀을 소켓에 연결하여 문이나 기계 장치에 전원을 공급한다."
0x680A6159,"Bring this schematic to the store to unlock the Large Med Pack.","상점에 가져가면 잠금이 해제됩니다."
0x682183B6,"All right everyone, we're here.  Synching our orbit now.","드디어 도착했구만.당장 궤도를 맞추도록."
0x682183B8,"Deep space mining is a lucrative business, Ms. Daniels. Aegis 7 is a gold mine, according to prospector's reports.  Cobalt, Silicon, Osmium... Now where is she? There she is. We have visual contact.","우주채굴이야 재미보는 장사지,켄드라.보고된 바로는 이지스-7이 금광이라더군.코발트,실리콘,오스뮴… 어디… 저기 함선이 보인다."
0x682183E2,"The USG Ishimura. Biggest Planetcracker in her class. And it looks like they already popped the cork.","USG-이시무라.행성채굴선 중 동급최대지.이미 지나버린 이야기같지만."
0x682183E4,"Corporal, take us in closer and hail them.  And stay clear of that debris field. We're here to fix their ship, not the other way around.","하사,접근해서 신호를 보내.저기 잔해지역은 조심해.우리가 오히려 정비 받게되는 일이 없도록."
0x682256B3,"Senior Campaign Manager","< 번역 누락 : 0x682256B3 >"
0x682283EF,"Yes, we know. Boost the signal.  More.","우리도 압니다요.신호를 좀더 올려."
0x682283F3,"Alright, you heard the lady. Take us in. Let's see what needs fixing.","숙녀분 말씀 들었지?돌입한다.가서 살펴봐야지."
0x682283F5,"What the hell...?","뭐지…?"
0x682283F7,"What is it?","뭐야?"
0x68228420,"Hit the blast shields! Their guidance tether is damaged! Switch to manual, NOW!","방어막 최대로!유도장치가 부서졌다!당장 수동으로 바꿔!"
0x68228423,"NO! We can make it inside! Corporal, I gave you an order!","아니!진입할 수 있어!하사!명령을 못들었나!"
0x68228425,"Is everyone okay?","모두 무사해?"
0x6823842F,"I just saved our asses, Ms. Daniels! If we had aborted at that speed and distance, we would have smashed right into the side of the Ishimura! Now settle down, and let's get to work. Corporal, report!","이정도면 성공한 거야,켄드라.그정도 속도와 거리에서 중지시켰다면 분명 아작났을 거야.그러니 그만 진정하고 작업을 시작하자.하사,보고하라."
0x68238431,"All right, let's get some extra hands from flight deck to help out.","알았다.비행갑판에서 도움 좀 받아야겠어."
0x68238434,"All right. We've still got a job to do. We're moving out.","알았다.우린 아직 할 일이 있다.이동한다."
0x68238460,"Guess the power's down everywhere. Isaac, get over here and hack the door pad.","모든 구역이 정전인 것 같다.아이작,여기 문을 열어줘."
0x68248474,"There should be a security detail in here.","여긴 보안특무대가 있었을 텐데."
0x68248476,"That security console is still live. Isaac, log in and see what you can find. Kendra, get that elevator back online.","보안장치는 아직 살아있는데.아이작,접속해서 뭐든 찾아봐.켄드라는 엘리베이터를 복구하도록 해."
0x6824849F,"Then re-route the damn power! Look, if we all cooperate, we can figure this out a lot sooner. Let's get that computer display up, Isaac.","어떻게든 해봐야지…어이,서로 협력해야 문제를 신속하게 해결하겠지.컴퓨터 화면을 봐줘,아이작."
0x682484A1,"Isaac, check that security console.","< 번역 누락 : 0x682484A1 >"
0x6850989F,"ELEVATOR FIXED","엘 리 베 이 터 복 구"
0x68675621,"MELEE","근 접 공 격"
0x6868A1B2,"Red weapon icons mean your weapon has no ammo in its clip.","붉은 색 무기 아이콘은 탄약이 없다는 뜻이다."
0x686C86A4,"The tram system's offline. Getting around is going to be difficult.","전동차도 먹통이라니,돌아다니기 힘들겠어."
0x686C86A7,"Automatic quarantine must have tripped when the filtration system restarted. Everybody relax...","정화장치 재가동으로 자동격리장치가 작동한거야.진정들해…"
0x686C86AB,"I'm not sure...","글쎄…"
0x686C86AC,"What the hell?","뭐야?"
0x686C86D5,"Jesus! Open fire! Open fire!","제기랄!사격개시!쏴라!"
0x686C86D6,"Kendra!  Power!","켄드라!전기를!"
0x686C86D7,"Kendra...!","켄드라…!"
0x686C86DA,"Isaac, get the hell out of there!","아이작,거기서 나가!"
0x686D86E9,"Isaac, we ran into more of them on the way over here. Are you okay?","아이작. 헐,우린 오는동안 몇놈을 더 만났는데,넌 괜찮아?"
0x686D86EB,"Keep your voice down! Whatever they are, they're not friendly! And half the doors on the ship are locked because of the quarantine.","조용히 말해.저놈들이 뭐건 난 사양이니깐.격리되는 바람에 문 절반은 잠겨있단 말이야."
0x686D86EC,"Now we have to get to the bridge, but first, we got to repair the tram system. ","지금 브릿지로 가야되지만 먼저 전동차를 정비해야 갈수 있어."
0x686D8717,"If you listen to me, I WILL get you out of here alive. Now what's wrong with the tram?","내 말만 잘들어주면 살아서 나가게 해주지.지금 전동차의 문제가 뭐야?"
0x686D8719,"No, we can't... but you can. Isaac, if I can get to the Bridge, I should be able to access the personnel files. You fix the tram and I'll help you find Nicole.","그래.우린 안되지만 아이작 너는 가능해.브릿지에 인사기록이 있어.전동차를 복구해.니콜을 찾게 도와주겠어."
0x686E8728,"Alright, we're onboard and heading to the Bridge.  Good work.","됐어.우린 전동차로 브릿지에 간다.수고했어."
0x686E872A,"Whatever was in the flight lounge must have left.  That's lucky for us.  Isaac, get back to the Kellion and prep it for launch.  We'll find out what we can from the bridge and meet you there.","대합실에 있었던게 뭐였건 간에 없어졌으니 운이 따르는 거지.아이작,켈리온에 돌아가서 출발준비 해줘.우린 브릿지를 확인해보고 합류할테니까."
0x686E8753,"Your lack of confidence in me is duly noted, Ms. Daniels, but I have a mission to complete and that's exactly what I am going to do.  With or without you.  Do we understand each other?","나를 불신하다는건 알아,켄드라.하지만 난 혼자서라도 완수해야만 하는 임무가 있으니 서로 이해해주는게 어때?"
0x686E8755,"Isaac, we made it to the Bridge.  It's a nightmare up here.  No survivors.  We're going to try and get to the Command computer.  Wish us luck.","아이작.우린 지금 브릿지야.이건 악몽이야.생존자가 전혀 없어.일단 중앙컴퓨터에 접속해 볼테니까 기도나 해."
0x686E8757,"What the hell is happening down there?! What happened to the shuttle?","무슨 일이야?!켈리온은 어떻게 됐어?"
0x686F8761,"Kendra...","켄드라…"
0x686F8763,"Just let me think! Can you access the Command computer?","생각 좀 하자.…중앙컴퓨터에 접속할수 있겠어?"
0x686F8765,"Well? Where's the Captain?  ","그래? 선장은 어디 있지?"
0x686F8767,"What? How?","뭐시라? 어째서?"
0x686F8769,"Dammit! Isaac. I'm sending the tram back to your location. Get to the Medical Deck and find that RIG as fast as you can.","젠장!아이작.전동차를 돌려보낼게.의료실로 가서 서둘러 선장의 RIG를 찾아."
0x686F8792,"Holy shit! Come on, get out of here!","이런 망할!빨리 여기서 나가자!"
0x68A093A5,"Isaac? Are you there? We were attacked! Kendra's gone! One minute she was there, then... I can't believe I lost her. We can still do this. Get me the Captain's RIG codes and we'll find Nicole.","아이작,들려?공격당하는 바람에 켄드라를 놓쳤어.분명 같이 있었는데,젠장.어떻게된 일이지…아직 포기하면 안돼.선장의 암호를 가져와.니콜도 찾게 될거야."
0x68A193AF,"God, communication is useless in all this static...","잡음 때문에 통신상태가 엉망이야"
0x68A193E3,"Alright, that thermite you picked up should be able to melt through the barricade.  Use the shock pad to ignite it. Hope I can hold this position.  I can hear something big moving out there.","좋아.입수한 고열폭약으로 방어벽을 녹여버릴수 있을거야.점화는 충격기로 하면돼.난 그냥 여기 있고 싶어.밖에서 뭔가 엄청난게 움직이는 소리가 들리거든."
0x68A293F5,"Great, you got a shock pad. Combine that with the thermite at the barricade to destroy it. Shit, I can hear more coming.  Moving through the vents.  Stay safe, Isaac.","좋았어,충격기를 찾았군.그걸 폭약과 조합해 방어벽을 날려버리는 거야.젠장!더 가깝게 들린다.환기구를 통해 움직이고 있어.몸조심해,아이작."
0x68A293F6,"Okay, you're through.  Should be clear from there to the morgue. Remember, the codes are on the captain's body.","좋아,통과했군.영안실까지는 괜찮을 거야.명심해,코드는 선장의 시체에 있단걸."
0x68A29421,"That was Nicole, right? I can't tell from here when that log was made... I'm sure she's around here somewhere. ","방금 니콜이었나?언제 기록한 건지는 모르지만…분명 니콜은 여기 어딘가 있을거야."
0x68AEE7A9,"Desmond Fu","< 번역 누락 : 0x68AEE7A9 >"
0x68AEE7AA,"Squall Liu","< 번역 누락 : 0x68AEE7AA >"
0x68AEE7AB,"Carl Zhou","< 번역 누락 : 0x68AEE7AB >"
0x68CBB96E,"Find the Maintenance Bay Key","관리구역의 열쇠를 찾아라"
0x68D6BC4E,"ENGINE FIRED","엔 진 점 화"
0x68EA9625,"Codes received, and they look good. Thank god.  I'll start accessing the Captain's records right now. Head to the tram station, and I'll contact you there. I'm going to find out what the hell happened to this ship...","코드를 받았다.괜찮아 보이는군.천만다행이야.당장 선장의 기록에 접속을 시작하겠다.정거장으로 가.나도 거기서 합류하겠다.무슨 끔찍한 일이 있었는지 알아봐야 겠어…"
0x68EA9626,"Isaac! Somehow one of them found a way down to the Captain's Nest! I managed to contain it in a damaged escape pod.","아이작!한놈이 선장실 통로를 용케 알아냈더군.일단 놈을 망가진 탈출포드에 가둬놨어."
0x68EA9627,"Lifting the executive lockdown now... I found the deck logs...","지금 상급보안을 열고있다… 갑판기록을 찾았어…"
0x68EA9628,"Whatever is happening around here, it came from the planet when they cracked it open.  It spread to the colony, and reached the ship. Isaac, this isn't an infection. It's some form of alien life! Shit! We've got bigger problems. The ship's engines are offline and our orbit is decaying! Get over to the Engineering deck asap, while I stay here and figure out what the problem is.","여기 발생한 일이 뭐였건 이놈들은 행성에 발을들인 순간부터 침입했었어.콜로니에 퍼지고선 함선까지 왔던거야.아이작,이건 감염체가 아니야.어떤 외계생명체라구!빌어쳐먹을!일이 점점 커지는군.엔진에 문제가 생겨서 함선이 궤도를 벗어나고 있다!서둘러 엔진실로 가.난 여기서 정확한 문제를 알아볼테니까."
0x68EC96A7,"Isaac, we've got two problems, and we're working on borrowed time here! First, there's no fuel in the engines.  Second, the gravity centrifuge is offline... which means there's a couple of trillion tons of rock pulling us down.  I need you to get that centrifuge operational, refuel the main engine and fire it up so I can stabilize the ship's orbit. ","아이작!두가지 문제가 생겼다.게다가 시간이 없어!우선 엔진에 망할 연료가 없다.또 중력 원심분리기가 작동하지 않는다… 엄청난 무게의 바위덩어리들이 우릴 끌어내린단 소리야.원심분리기를 작동시키고 엔진에 연료를 공급해서 점화시켜야 한다.그래야 궤도를 안정시킬 수 있어."
0x68EC96D9,"Whatever you did, it's working Isaac! I have a fuel reading. It's only a quarter full, but that's enough to restore orbit once you bring the engines online... What the hell? False alarm.  Thought I saw something.","어쨌든 해냈군,작동하고 있어,아이작.눈금을 봐선 절반도 안되지만 엔진을 가동하고 궤도를 회복하기엔 충분한 양… 뭐지?경보가 잘못 울렸나.뭔가 본것 같았는데."
0x68ED96E9,"You're doing great, Isaac! Centrifuge and gyros are both a hundred percent and stabilized. Now get out of there and focus on the engine. I don't know how much time we have left.","정말 잘했어,아이작!원심분리기와 회전축 모두 100% 안정되었어.이젠 거기서 나와 엔진을 주시해.남은 시간이 얼마나 있을지 모르겠어."
0x68ED96EB,"Kendra!  Where are you?","켄드라?!어디 있는거야?"
0x68EE9721,"It's working! We're online and functional! Finally some good news. Get a tram to the bridge, Isaac. I'm going to take us back into a geostationary orbit.","작동한다!기능에도 문제는 없어!이제야 좋은 소식이군.전동차를 타고 브릿지로 가,아이작.난 함선을 다시 정지궤도로 돌릴테니까."
0x68EE9723,"Goddammit.  I'll start working on it from here.  Isaac, meet me at the Bridge.  You can do more good here than I can.","빌어쳐먹을!여기서 작동시켜 보겠다.아이작,브릿지에서 만나자.여기선 나보단 네가 적임이지."
0x68EF2223,"ASTEROID IMPACT","소 행 성 충 돌"
0x68F197DE,"Isaac, come in. Kendra's right, the ADS is completely shot. I'll need your help to fix this. Kendra, if you can hear me, see if you can get into the ship reports. It sounds like you have better access from there.","아이작.응답해.켄드라가 말한대로야.ADS는 완전히 정지됐어.복구하려면 도움이 필요하다.켄드라,듣고있다면 함선보고서를 찾아봐.거기선 접속이 쉬울거야."
0x68F197E0,"I don't know anything about that.  It's referenced in the captain's records.  They brought it up  from the planet...","난 아무것도 모른다.선장의 기록에도 나와있었잖아.그자들이 행성에서 마커를 끌어올렸다고…"
0x68F197E2,"In cargo.  They think it's of alien origin.  But I don't know what the hell it is.","화물실이야.그자들은 외계인의 물건이라 생각하지.난 그딴게 뭔지 모르지만."
